	type	T	sampled_tips	observed_trees	unobserved_trees	mu	mu_min	mu_max	lambda	lambda_min	lambda_max	psi	psi_min	psi_max	p	R_naught	R_naught_min	R_naught_max	infectious_time	infectious_time_min	infectious_time_max	incubation_period	incubation_period_min	incubation_period_max
97	PyBDEI					0.04202596421172266	0.03260364546722416	0.053107560783917714	0.3035605080693627	0.24969987233864682	0.3567119051179306	0.1365544389161455	0.11075613185713737	0.17076173481467205		2.2229999293964458			7.323086733299633			23.794813962199626		
97	BEAST2			1	0	0.04209260551219907			0.30411773922095814			0.13615537616035306				2.23360801311872	1.9033918314235163	2.6775254442902874	7.344550235183361	6.246345641362837	8.661227107576014	23.7571418502517	19.856206969235707	29.227360183445462
97	PhyloDeep			1	0	0.04446236958095886			0.29001564639956173			0.13069271078630845				2.2190652	1.87430061953	2.71299922868	7.65153614140783	6.36484061625	9.16820401847	22.490929058091698	17.5226791506	28.7043468263
98	real	961.024896		1.0	0.0	0.022910359183603			0.1211099935046648			0.10751659766761283			0.32154396609581104	1.126430673328			9.3008895528065			43.6483772247317		
98	PyBDEI					0.022788328237650056	0.019239317617341132	0.02665366968783778	0.13359785400451174	0.10988816924635267	0.14953674775031842	0.10284594521658083	0.08753994749456055	0.11809179060857543		1.29900944294081			9.723280756417996			43.88211322793904		
98	PhyloDeep			1	0	0.023508703508779826			0.12286978501387827			0.09824765522079476				1.2506129	1.14141307592	1.39489048026	10.1783599593565	7.930573313689999	10.0	42.5374372358105	31.7686319683	50.0
98	BEAST2			1	0	0.022774196590015207			0.1363912067900625			0.10620429957517896				1.28423432323957	1.1761846547114256	1.4003151370355875	9.415814651572829	8.246744780674339	9.973824992418507	43.90934257757421	39.340473546568106	48.7127108304451
99	PhyloDeep			1	0	0.1034449295405823			0.19309104177388253			0.13477847440711824				1.4326549	1.22108462657	1.68374622187	7.41958242515309	6.27759240382	8.741535286880001	9.66697937193424	7.319236862139999	12.4445971771
99	BEAST2			1	0	0.10552707946522204			0.19086734063182265			0.12762743418576306				1.4955040179998702	1.2925859050458135	1.7300460731060985	7.83530599341588	6.825499541210983	9.006527527886734	9.47624064901336	8.223019478485968	10.90331376420838
99	real	151.515921		1.0	0.0	0.10557478287890998			0.1896098780028855			0.12284323312387455			0.894496690411466	1.54351097069941			8.14045653610895			9.47195885921887		
99	PyBDEI					0.1050673572658178	0.08576071738573285	0.12651551981174092	0.19204487470062032	0.1649385624762394	0.2285711165210963	0.12899609237243614	0.10559191216158267	0.15453775835915667		1.4887650561239514			7.752172810884928			9.517703937960722		
