	type	T	sampled_tips	observed_trees	unobserved_trees	mu	lambda	psi	p	R_naught	infectious_time	incubation_period
27	real	226.96284940000004		1.0	0.0	0.101451189975639	0.2442159876704989	0.1214673218114302	0.05227976387643	2.0105488787315795	8.232666902398922	9.856956830571681
27	PyBDEI (mu)					0.101451189975639	0.2302483939397164	0.1121547260942094	0.0571610141405806	2.052953111813664	8.916253775699161	9.85695683057168
28	PyBDEI (p)					0.1609255177001537	0.5876137018700949	0.2022675986424569	0.611773575618017	2.9051301632784208	4.943945578588065	6.214054888816708
28	PyBDEI (mu)					0.1607901496667318	0.5780328131523405	0.1971187659160667	0.6309119308298451	2.9324088473568626	5.073083708457268	6.219286455499233
28	real	72.17740319999999		1.0	0.0	0.1607901496667318	0.5863806506924701	0.1957255557445179	0.611773575618017	2.9959329963935697	5.109194842728192	6.219286455499235
28	PyBDEI (lambda)					0.1579032528770592	0.5863806506924701	0.1983963902961094	0.6302911785435691	2.955601408963584	5.040414286305742	6.332991764131566
28	PyBDEI (psi)					0.1582151900672132	0.5791948854432886	0.1957255557445179	0.6402100061395446	2.959219521641396	5.109194842728192	6.320505632709341
29	PyBDEI (p)					0.0301313795617864	0.4230455639212258	0.1413898867267478	0.158022100106939	2.992049669993795	7.072641637606054	33.18799253613438
29	real	275.26506609		1.0	0.0	0.030004014838639	0.4082159030659852	0.1335711762054686	0.158022100106939	3.0561676153696418	7.486645161091713	33.328872998429716
29	PyBDEI (psi)					0.0291356982861349	0.413832713156921	0.1335711762054686	0.1665508993635865	3.098218679457716	7.486645161091709	34.32215662652842
29	PyBDEI (mu)					0.030004014838639	0.4269184550048289	0.1423944829427976	0.1565302004306488	2.998139016216869	7.022743994946193	33.32887299842972
29	PyBDEI (lambda)					0.0307972530309719	0.4082159030659852	0.1378094488582437	0.1599076716272661	2.962176443256022	7.256396482861196	32.47042841757114
30	PyBDEI (psi)					0.1901899363755847	1.2594743528457029	0.7191845017329399	0.5991160359889346	1.7512534680751404	1.3904637788918002	5.257901753672246
30	PyBDEI (p)					0.1898804188336566	1.261639204495708	0.7218845486633844	0.600737301602517	1.7477021870487657	1.3852630615956032	5.266472478534201
30	PyBDEI (lambda)					0.1908914985869961	1.2371243973738468	0.7117982767555211	0.6055198579299556	1.7380266822404202	1.4048924149664197	5.238577974410232
30	PyBDEI (mu)					0.1923527847873552	1.27069483096006	0.7309205210690876	0.5889561112903176	1.7384856415051348	1.3681378086598812	5.198780985185599
30	real	100.8588202		1.0	0.0	0.1923527847873552	1.2371243973738468	0.7191845017329399	0.600737301602517	1.72017666453168	1.3904637788918002	5.198780985185599
31	PyBDEI (psi)					0.1355144290122708	1.389175608051497	0.2775524837643472	0.8303529092293566	5.005091610821111	3.60292218047322	7.379288001202069
31	real	45.191015500000006		1.0	0.0	0.141030036025229	1.3415561957918247	0.2775524837643472	0.8219365221323579	4.83352257416964	3.6029221804732203	7.090688112857809
31	PyBDEI (lambda)					0.1414902823634249	1.3415561957918247	0.2804013943255356	0.8247013593225141	4.784413426398043	3.566316074873141	7.067623184406751
31	PyBDEI (p)					0.1357234802862922	1.394559327368719	0.2826692845536593	0.8219365221323579	4.9335368346467385	3.537703084999209	7.3679218797707025
31	PyBDEI (mu)					0.141030036025229	1.377715867866227	0.2881059618236271	0.7991775615464214	4.781976253270448	3.470945181662644	7.090688112857809
32	real	104.279284		1.0	0.0	0.2358815651400631	1.0073646368569718	0.5789556643538523	0.084442022662682	1.7399685310640298	1.7272479769518403	4.239415655081881
32	PyBDEI (p)					0.2409451464661477	0.997152071817543	0.575403652312826	0.084442022662682	1.732960970632539	1.737910414681095	4.150322240006183
32	PyBDEI (psi)					0.241219334927071	1.0015781791057656	0.5789556643538523	0.0841111663475953	1.7299738836195415	1.7272479769518403	4.14560466432898
